Keyword,Competition,Global Monthly Searches,Google Search Network,Local Monthly Searches,Approximate CPC ($),Ad Share,Search Share,Extracted From Webpage,Jun-11,May-11,Apr-11,Mar-11,Feb-11,Jan-11,Dec-10,Nov-10,Oct-10,Sep-10,Aug-10,Jul-10
hoover dam,0.32,301000,-,246000,1.3,-,-,-,201000,246000,201000,246000,201000,246000,201000,246000,450000,201000,165000,201000
alcatraz,0.33,823000,-,301000,1.39,-,-,-,368000,368000,301000,368000,301000,301000,246000,301000,301000,301000,301000,301000
country inn and suites,0.28,368000,-,301000,0.59,-,-,-,450000,368000,301000,368000,301000,301000,246000,246000,246000,246000,301000,368000
last minute flights,0.97,450000,-,201000,1.17,-,-,-,201000,165000,165000,201000,201000,165000,165000,165000,165000,165000,201000,246000
yellowstone,0.32,1500000,-,1000000,1.11,-,-,-,1500000,1220000,1000000,1220000,1000000,1220000,673000,673000,823000,823000,1220000,1500000
gatlinburg,0.56,1000000,-,1000000,1.71,-,-,-,1220000,823000,823000,1220000,1000000,1220000,1000000,1000000,1000000,1000000,1000000,1220000
vacation packages,0.96,1830000,-,1220000,2.24,-,-,-,1500000,1220000,1000000,1500000,1500000,1830000,1220000,1000000,1000000,1000000,1220000,1500000
airport codes,0.07,1000000,-,550000,0.38,-,-,-,673000,550000,550000,673000,550000,673000,450000,450000,450000,450000,550000,550000
seychelles,0.34,1220000,-,201000,1.01,-,-,-,201000,550000,201000,246000,201000,201000,165000,165000,165000,165000,135000,135000
sun country airlines,0.32,90500,-,90500,0.48,-,-,-,60500,60500,60500,74000,90500,135000,110000,90500,90500,74000,90500,90500
ballys,0.23,823000,-,550000,0.66,-,-,-,550000,550000,550000,673000,673000,823000,550000,550000,450000,550000,550000,550000
kennedy space center,0.33,368000,-,135000,0.41,-,-,-,165000,165000,165000,201000,165000,135000,110000,135000,110000,110000,110000,110000
gatlinburg cabin rentals,0.94,165000,-,165000,1.97,-,-,-,165000,135000,110000,165000,201000,246000,165000,165000,201000,201000,165000,201000
extended stay america,0.63,301000,-,246000,1.82,-,-,-,301000,246000,246000,246000,246000,246000,201000,246000,246000,246000,246000,301000
car rental deals,0.98,201000,-,165000,2.6,-,-,-,201000,165000,135000,165000,165000,135000,135000,135000,135000,135000,165000,201000
daytona beach,0.37,1000000,-,823000,1.58,-,-,-,1000000,823000,823000,1220000,1000000,1000000,673000,673000,673000,673000,823000,823000
train tickets,0.52,1830000,-,201000,0.62,-,-,-,-,201000,165000,201000,201000,201000,201000,165000,201000,201000,201000,201000
airline tickets for cheap,0.97,1830000,-,1000000,1.56,-,-,-,1000000,1000000,823000,1000000,1220000,1220000,1000000,1000000,1000000,1000000,1220000,1220000
air india,0.43,2740000,-,246000,1.73,-,-,-,246000,246000,246000,246000,246000,301000,246000,246000,246000,246000,246000,246000
mammoth mountain,0.28,135000,-,110000,0.78,-,-,-,60500,60500,74000,135000,135000,201000,301000,165000,90500,49500,49500,49500
cheap caribbean,0.6,201000,-,165000,0.74,-,-,-,165000,165000,165000,201000,246000,246000,135000,135000,135000,135000,165000,165000
cheapest flights,0.98,9140000,-,4090000,1.47,-,-,-,5000000,4090000,4090000,5000000,5000000,5000000,3350000,3350000,4090000,3350000,3350000,4090000
cozumel,0.45,823000,-,450000,1.42,-,-,-,368000,368000,368000,550000,673000,673000,450000,450000,368000,368000,368000,368000
rv rentals,0.7,550000,-,368000,1.27,-,-,-,550000,450000,368000,450000,368000,368000,201000,246000,301000,301000,368000,550000
zion national park,0.42,165000,-,135000,1.49,-,-,-,165000,165000,165000,165000,110000,110000,74000,90500,110000,110000,135000,135000
2011 holidays,0.08,4090000,-,673000,0.26,-,-,-,450000,550000,823000,673000,823000,1220000,823000,673000,450000,301000,201000,135000
mgm grand las vegas,0.38,110000,-,74000,0.37,-,-,-,49500,40500,40500,49500,49500,60500,74000,110000,110000,110000,110000,110000
