Keyword,Competition,Global Monthly Searches,Google Search Network,Local Monthly Searches,Approximate CPC ($),Ad Share,Search Share,Extracted From Webpage,Jun-11,May-11,Apr-11,Mar-11,Feb-11,Jan-11,Dec-10,Nov-10,Oct-10,Sep-10,Aug-10,Jul-10
maxway discount stores,0.4,720,-,720,0.11,-,-,-,12,28,28,170,210,480,2400,1600,1300,880,880,480
wholesale clubs,0.5,14800,-,12100,0.58,-,-,-,12100,12100,9900,12100,9900,12100,12100,12100,18100,9900,9900,9900
malls in georgia,0.16,201000,-,165000,1.3,-,-,-,201000,165000,165000,201000,165000,201000,246000,201000,165000,165000,165000,201000
green bay mall,0.15,4400,-,3600,1.12,-,-,-,3600,2900,3600,4400,4400,4400,5400,4400,3600,3600,4400,3600
montgomery hospice,0.14,1600,-,1600,2.23,-,-,-,1900,1600,1600,1900,1600,1900,1600,1600,1600,1600,1600,1600
dollar general employment,0.37,18100,-,18100,0.36,-,-,-,22200,18100,18100,14800,14800,22200,14800,18100,18100,18100,14800,14800
allen outlet mall stores,0.32,1900,-,1600,0.56,-,-,-,1600,1600,1300,1600,1300,1900,3600,2900,1600,1300,1000,1000
georgia outlet malls,0.12,14800,-,14800,0.69,-,-,-,14800,12100,12100,14800,12100,12100,18100,22200,14800,12100,14800,18100
sams locations,0.19,49500,-,49500,0.18,-,-,-,49500,49500,40500,33100,33100,49500,49500,49500,49500,49500,49500,49500
williamsburg premium outlets,0.13,1900,-,1600,1.02,-,-,-,2900,2900,1900,1600,1600,1300,2900,2900,1000,390,260,260
seattle malls,0.09,40500,-,22200,1.68,-,-,-,18100,18100,18100,22200,18100,22200,27100,27100,22200,27100,27100,27100
bj vacations,0.2,2900,-,2900,1.3,-,-,-,2400,2400,2400,2900,3600,4400,2400,2400,2400,2900,3600,2900
baybrook mall stores,0.09,1300,-,1300,0.88,-,-,-,2400,2400,1600,1600,1000,880,1300,880,720,720,1000,880
mervyns locations,0.31,880,-,880,0.3,-,-,-,720,480,590,720,880,1000,1000,1000,1000,1000,1300,1300
oshkosh outlet,0.27,14800,-,12100,0.42,-,-,-,12100,12100,12100,12100,9900,9900,14800,22200,12100,12100,14800,12100
woodbury common outlet,0.24,40500,-,22200,0.76,-,-,-,12100,14800,14800,14800,12100,14800,27100,27100,18100,18100,49500,33100
coles county circuit clerk,0.05,720,-,720,0.16,-,-,-,720,720,720,880,880,880,720,720,590,720,720,720
perimeter mall ga,0.19,4400,-,3600,1.44,-,-,-,3600,3600,3600,4400,3600,4400,5400,4400,3600,3600,3600,4400
dillards wedding,0.63,9900,-,9900,1.22,-,-,-,9900,9900,9900,9900,8100,9900,5400,6600,8100,9900,9900,12100
walmartphotocenter,0.02,5400,-,1000,0.17,-,-,-,1000,1600,1300,720,880,1000,2400,1300,880,720,590,720
haywood mall stores,0.13,1000,-,1000,0.34,-,-,-,1300,1000,1000,1300,1000,1000,1900,1300,880,720,880,1000
medieval times discover mills,0.13,590,-,590,0.14,-,-,-,320,260,210,210,720,880,1600,880,480,390,720,720
chicago premium outlets coupons,0.59,720,-,590,1.4,-,-,-,320,480,260,210,260,480,880,1300,720,720,880,880
dollar general corporate,0.13,2400,-,2400,0.47,-,-,-,2900,2900,2400,2900,2400,3600,1900,1900,1900,1900,2400,2400
sams club employment online,0.56,590,-,590,0.36,-,-,-,720,590,210,260,210,880,720,880,880,880,720,720
family dollar application online,0.62,3600,-,3600,0.36,-,-,-,5400,5400,4400,3600,2400,3600,2900,2900,2400,2400,2400,2900
shopping malls in new jersey,0.06,49500,-,40500,0.55,-,-,-,33100,40500,33100,49500,40500,40500,49500,49500,40500,40500,40500,40500
skechers outlet locations,0.85,1600,-,1600,0.51,-,-,-,1000,1000,1000,880,880,1600,1900,1600,1900,1900,2900,2400
lacoste outlet locations,0.5,1000,-,880,0.72,-,-,-,1000,880,720,720,590,590,1000,1000,720,880,1000,1000
dollar general apply online,0.46,1900,-,1900,0.39,-,-,-,3600,2900,2400,1600,1000,1900,1300,1900,1900,1900,1600,2400
pioneer place mall,0.01,3600,-,2400,0.78,-,-,-,1900,1900,1900,1900,1900,1900,2900,2400,1900,1900,2400,1900
samswholesale,0.25,1300,-,1300,0.1,-,-,-,880,1000,880,1000,1000,1300,1900,1900,1000,1300,1300,1000
dave and busters discover mills,0.11,590,-,590,0.46,-,-,-,590,590,590,480,720,880,880,590,390,480,480,480
oxford valley mall hours,0.08,720,-,720,0.1,-,-,-,390,590,480,480,390,720,2400,1000,480,480,390,390
tangent 30,0.01,9900,-,3600,2.33,-,-,-,2400,4400,3600,4400,4400,3600,9900,2900,2900,2900,1300,1300
lululemon outlet washington,0.15,1300,-,720,0.16,-,-,-,880,880,880,1000,880,880,1000,880,590,590,590,590
wards scientific,0.19,1900,-,1900,0.2,-,-,-,1900,1900,1600,1900,1900,2400,1600,1900,1900,1900,1900,1300
