Keyword,Competition,Global Monthly Searches,Google Search Network,Local Monthly Searches,Approximate CPC ($),Ad Share,Search Share,Extracted From Webpage,Jun-11,May-11,Apr-11,Mar-11,Feb-11,Jan-11,Dec-10,Nov-10,Oct-10,Sep-10,Aug-10,Jul-10
subway breakfast menu,0.17,4400,-,3600,0.13,-,-,-,1900,1900,2400,2400,1900,2400,2900,4400,5400,3600,4400,5400
hibachi restaurant,0.2,27100,-,27100,0.79,-,-,-,18100,22200,22200,33100,40500,33100,22200,22200,18100,18100,18100,22200
dickeys,0.14,33100,-,27100,1.03,-,-,-,27100,27100,27100,27100,27100,27100,27100,27100,27100,22200,22200,22200
bartending license,0.54,27100,-,22200,2.18,-,-,-,33100,33100,27100,27100,22200,27100,18100,18100,18100,22200,22200,22200
restaurant chairs,1,49500,-,27100,3.19,-,-,-,27100,27100,27100,33100,33100,33100,27100,27100,27100,27100,27100,27100
popeyes chicken menu,0.2,5400,-,4400,0.1,-,-,-,6600,9900,3600,5400,2900,2900,4400,5400,2900,2900,2400,2400
restaurants in milwaukee,0.13,74000,-,74000,1.7,-,-,-,90500,74000,74000,90500,90500,90500,90500,74000,74000,74000,60500,74000
naperville restaurants,0.17,22200,-,22200,1.17,-,-,-,22200,27100,22200,27100,27100,27100,27100,22200,18100,18100,18100,22200
guadalajara grill,0.06,9900,-,8100,0.31,-,-,-,8100,9900,8100,9900,9900,9900,9900,8100,8100,6600,6600,5400
las vegas nightlife,0.5,60500,-,40500,1.4,-,-,-,40500,40500,40500,49500,49500,49500,33100,33100,33100,33100,40500,40500
rumbi,0.04,40500,-,14800,0.9,-,-,-,18100,14800,14800,18100,14800,14800,12100,12100,14800,12100,14800,12100
schaumburg restaurants,0.31,22200,-,22200,1.5,-,-,-,22200,27100,27100,33100,27100,27100,27100,22200,18100,18100,18100,18100
hardees application,0.46,8100,-,8100,0.32,-,-,-,14800,12100,9900,9900,6600,8100,4400,5400,5400,5400,5400,5400
espetus,0.15,8100,-,6600,0.68,-,-,-,6600,6600,6600,6600,8100,6600,6600,6600,6600,5400,6600,5400
bd s mongolian bbq,0.08,12100,-,12100,0.57,-,-,-,9900,9900,12100,12100,12100,12100,9900,9900,12100,9900,9900,9900
restaurants in denver,0.21,165000,-,165000,1.32,-,-,-,135000,165000,165000,165000,201000,201000,201000,165000,165000,135000,135000,135000
uno s pizza,0.06,12100,-,12100,0.59,-,-,-,8100,8100,9900,14800,12100,14800,14800,14800,14800,12100,12100,12100
nancy s pizza,0.09,14800,-,12100,0.53,-,-,-,12100,12100,12100,14800,14800,14800,14800,12100,12100,9900,9900,12100
mcdonalds hiring,0.44,27100,-,22200,0.41,-,-,-,12100,14800,165000,8100,6600,8100,5400,5400,5400,6600,8100,5400
carlos bakery prices,0.15,8100,-,6600,0.1,-,-,-,6600,4400,9900,14800,8100,4400,2900,4400,3600,2400,6600,9900
4th and b,0.05,33100,-,14800,0.48,-,-,-,14800,18100,18100,18100,18100,18100,12100,12100,14800,12100,14800,14800
las vegas nightclubs,0.41,110000,-,74000,1.31,-,-,-,74000,74000,74000,110000,90500,90500,74000,60500,60500,60500,74000,74000
hult center,0.24,12100,-,9900,0.52,-,-,-,5400,9900,22200,12100,18100,12100,12100,12100,9900,6600,4400,4400
papjohns,0.16,5400,-,5400,0.29,-,-,-,4400,5400,5400,5400,6600,6600,6600,5400,5400,4400,4400,4400
scottsdale restaurants,0.28,49500,-,49500,1.5,-,-,-,40500,49500,49500,74000,60500,60500,60500,49500,40500,33100,33100,33100
