Keyword,Competition,Global Monthly Searches,Google Search Network,Local Monthly Searches,Approximate CPC ($),Ad Share,Search Share,Extracted From Webpage,Jun-11,May-11,Apr-11,Mar-11,Feb-11,Jan-11,Dec-10,Nov-10,Oct-10,Sep-10,Aug-10,Jul-10
bendel girl wellies,0.7,28,-,22,0.53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
designers remix collection,0.2,5400,-,36,0.75,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sharp hc,0.36,1900,-,590,0.54,-,-,-,390,390,390,590,590,720,590,720,590,590,720,590
ice cream primp,0.22,210,-,140,0.36,-,-,-,73,36,58,91,170,210,170,110,170,170,170,210
anne tayler loft,0.16,260,-,260,0.15,-,-,-,140,170,170,170,210,260,320,390,320,320,260,210
mobilon hc 4500,0.38,58,-,46,0.17,-,-,-,0,22,0,12,73,58,58,36,58,73,58,46
white black market locations,0.18,1600,-,1600,0.44,-,-,-,2400,2400,2400,2400,1600,1600,1900,1300,1000,880,1000,880
taylor stores,0.23,74000,-,33100,0.38,-,-,-,40500,40500,33100,40500,33100,33100,49500,40500,33100,27100,27100,27100
aocuoi,0.1,201000,-,2900,0.12,-,-,-,2400,2900,2400,2900,2900,2900,2900,2900,2900,2900,2900,2900
dich vu cuoi,0.12,6600,-,170,0.15,-,-,-,140,260,210,260,170,210,91,320,140,140,91,110
aocuoi.vn,0.12,260,-,12,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ao cuoi 2010,0.19,9900,-,110,0.1,-,-,-,36,58,46,91,58,140,170,110,210,110,91,140
blackhouse white market coupon,0.42,1000,-,1000,0.45,-,-,-,1000,1300,1300,720,1000,880,1300,1300,1000,880,720,720
ao dai cuoi 2011,0.21,480,-,28,0.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
plus size maternity nursing gowns,0.98,22,-,22,1.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
white market black house outlet,0.14,4400,-,4400,0.21,-,-,-,-,-,4400,5400,3600,3600,3600,5400,4400,4400,3600,3600
black houe white market,0.11,301000,-,246000,0.11,-,-,-,-,-,301000,301000,301000,301000,301000,301000,246000,246000,201000,201000
pronto jeans,0.52,480,-,91,1.13,-,-,-,91,91,91,91,110,110,170,110,91,73,58,28
jumpsuit strapless,0.89,5400,-,2900,0.81,-,-,-,5400,4400,4400,3600,2400,1900,1600,1300,1900,1900,2900,3600
anne taylor loft chicago,0.06,590,-,590,1.68,-,-,-,720,590,590,590,390,480,720,590,590,590,480,480
diane boyer interiors,0.04,28,-,28,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ao dai co dau,0.1,1000,-,46,0.21,-,-,-,36,58,46,58,58,58,36,36,58,46,28,36
khach san o sai gon,0.06,2400,-,320,0.45,-,-,-,390,260,320,320,210,390,320,320,320,260,260,170
alan spiegel md,0.08,73,-,73,0.36,-,-,-,73,91,73,58,58,91,46,58,58,91,73,91
sharp hc-4100,0.41,110,-,28,0.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ao cuoi dep,0.14,9900,-,110,0.1,-,-,-,170,170,140,110,73,110,140,91,91,73,140,91
diane redfearn,0.04,28,-,22,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
black market locations,0.18,1900,-,1600,0.4,-,-,-,2400,2400,2400,2400,1600,1600,1900,1600,1000,1000,1000,1000
black and white house store,0.25,2400,-,1900,0.41,-,-,-,1900,2400,2400,2400,1900,1900,2400,2400,1900,1900,1900,1900
sharp mobilon hc 4500,0.46,46,-,22,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
hc 4600 sharp,0.63,260,-,91,0.35,-,-,-,28,22,22,91,140,110,170,210,110,91,110,140
sandro lyrics,0,8100,-,390,0.1,-,-,-,390,390,390,480,480,480,390,390,390,390,390,320
willow clothing catalog,0.72,73,-,58,0.2,-,-,-,73,73,58,73,91,91,46,28,36,36,73,46
bendels department store,0.23,36,-,28,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tien dat resort,0.2,2400,-,36,0.53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
mobilon 4600,0.49,140,-,73,0.34,-,-,-,22,28,22,58,91,110,140,91,91,91,110,110
ao dai cuoi 2010,0.28,590,-,46,0.1,-,-,-,22,36,36,58,16,46,73,36,58,36,16,46
designer remix,0.02,27100,-,2400,0.86,-,-,-,1900,2400,2400,2400,2900,2900,2900,1600,1900,1900,1900,2900
marimekko outlet,0.68,720,-,73,0.45,-,-,-,73,73,46,73,46,91,58,58,91,91,110,91
ao dam cuoi,0.16,1900,-,140,0.11,-,-,-,170,140,140,140,140,210,140,170,140,140,91,110
white street black market,0.09,110,-,110,0.18,-,-,-,110,140,91,110,91,140,110,110,110,110,46,46
khach san o da lat,0.04,5400,-,46,0.6,-,-,-,58,46,36,73,28,73,46,16,36,28,73,36
bendels new york city,0.13,46,-,46,0.8,-,-,-,46,36,58,58,22,36,91,73,28,22,16,22
primp pig thermal,0.34,22,-,22,0.32,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
do cuoi,0.01,110000,-,880,0.13,-,-,-,880,1000,880,1000,1000,1000,720,1000,880,720,720,480
white black market store,0.23,2900,-,2900,0.29,-,-,-,2400,2900,2900,2900,2400,2400,2900,2900,2400,2400,2400,2400
taylor and loft,0.12,673000,-,550000,0.16,-,-,-,673000,673000,673000,673000,450000,550000,673000,673000,550000,673000,550000,550000
black & white market store,0.23,2900,-,2900,0.3,-,-,-,2400,2900,2900,2900,2400,2400,2900,2900,2400,2400,2400,2400
wonhundred,0.28,12100,-,480,0.4,-,-,-,590,720,880,880,720,390,320,390,480,390,390,110
anoasis,0.12,2400,-,140,0.71,-,-,-,140,110,73,170,170,170,91,110,140,140,91,73
henri bendel department store,0.35,22,-,16,0.64,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
marimekko helsinki,0.19,590,-,28,0.25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
tripp nyc catalog,0.35,36,-,16,0.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
whitehouse market,0.13,301000,-,301000,0.11,-,-,-,301000,301000,301000,301000,246000,301000,301000,301000,246000,246000,201000,201000
flaxus,0.1,1000,-,91,0.83,-,-,-,140,91,110,110,110,91,58,73,73,91,73,73
mini pareo,0.81,140,-,22,0.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
golden dew jewelry,0.34,91,-,16,2.13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
silver sea hotel,0.64,1000,-,390,1.18,-,-,-,390,260,260,590,590,590,480,320,320,390,320,390
anoasis resort,0.26,1600,-,73,0.67,-,-,-,46,58,46,91,110,73,58,73,110,91,58,46
saigon con dao resort,0.26,590,-,12,0.47,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ban ao cuoi,0.07,2900,-,36,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
jeans & jackets,0.83,110000,-,74000,1.27,-,-,-,90500,90500,90500,90500,74000,74000,74000,60500,60500,60500,49500,40500
cocoa jeans colombia,0.57,73,-,16,0.48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ao cuoi milano,0.14,2900,-,110,0.25,-,-,-,110,110,110,110,110,110,73,110,91,91,110,73
designer remix collection,0.22,5400,-,36,0.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
moc studio,0.24,1600,-,140,1.16,-,-,-,170,210,140,210,91,140,110,110,170,210,140,140
white and black market house,0.13,368000,-,301000,0.11,-,-,-,368000,368000,368000,368000,301000,301000,368000,368000,301000,301000,246000,246000
blackmarket.co.uk,0,22,-,0,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
moda 210,0.42,720,-,28,0.33,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
anh wedding,0.02,5400,-,390,1.18,-,-,-,390,390,320,480,390,480,260,320,390,320,390,480
samsoe and samsoe,0.05,90500,-,2400,0.95,-,-,-,1600,1900,2400,2400,2400,3600,1900,1900,1900,2400,1600,1600
dich vu ao cuoi,0.18,480,-,16,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
khach san tan hai long,0.09,480,-,12,0.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
pan horizon,0.18,720,-,170,2.53,-,-,-,110,140,140,260,260,210,140,140,140,170,110,140
le huy studio,0.04,320,-,12,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
alpelo,0.02,1900,-,16,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sandro de,0.12,1500000,-,90500,0.64,-,-,-,74000,110000,90500,110000,110000,110000,90500,90500,90500,90500,74000,74000
white and black market clothing store,0.27,210,-,170,0.15,-,-,-,73,110,73,170,170,170,210,210,170,210,260,210
artie the part time astronaut,0.01,480,-,390,0.16,-,-,-,-,-,170,260,320,320,480,480,590,590,320,210
condao resort,0.39,3600,-,110,0.63,-,-,-,140,170,91,110,91,140,140,110,73,140,58,110
moda formal,0.49,5400,-,170,0.82,-,-,-,170,320,210,260,170,170,110,170,140,110,110,170
blue moon hotel dalat,0.57,390,-,16,0.79,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
dickies hip hop,0.63,140,-,28,1.02,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
blusas fashion,0.55,1600,-,36,0.76,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bluzon,0.03,1300,-,12,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
bo suu tap ao cuoi 2010,0.14,390,-,0,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
studio ao cuoi,0.13,2400,-,28,0.16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ao cuoi asoen,0.12,390,-,0,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
phu pha aonang resort & spa,0.23,590,-,12,0.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ao cuoi alen,0.08,480,-,0,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
henri bendel manhattan,0.15,12,-,0,0.93,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ningyo-cho,0.01,590,-,58,0.1,-,-,-,73,58,36,73,58,58,36,46,73,58,58,58
ao dai cuoi 2009,0.27,16,-,0,0.11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
vvn.vn,0,140,-,0,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
wivenhoe dam level,0,3600,-,46,0.1,-,-,-,0,0,5,12,46,260,36,22,46,36,12,16
