Keyword,Competition,Global Monthly Searches,Google Search Network,Local Monthly Searches,Approximate CPC ($),Ad Share,Search Share,Extracted From Webpage,Jun-11,May-11,Apr-11,Mar-11,Feb-11,Jan-11,Dec-10,Nov-10,Oct-10,Sep-10,Aug-10,Jul-10
ssd,0.25,4090000,-,823000,1.54,-,-,-,1000000,1000000,1000000,1000000,1000000,1000000,823000,823000,823000,673000,673000,550000
super mario galaxy 2,0.07,450000,-,135000,0.54,-,-,-,90500,74000,74000,90500,90500,135000,165000,135000,135000,165000,201000,301000
little big planet 2,0.1,450000,-,135000,0.75,-,-,-,90500,60500,74000,110000,201000,450000,135000,110000,74000,74000,74000,60500
atnt,0.24,90500,-,74000,0.67,-,-,-,60500,74000,60500,74000,60500,74000,60500,74000,60500,74000,74000,74000
ggw,0.02,201000,-,110000,0.27,-,-,-,90500,110000,110000,110000,110000,110000,110000,110000,110000,110000,110000,135000
need for speed world,0.05,1500000,-,90500,0.99,-,-,-,90500,74000,74000,74000,74000,74000,110000,110000,90500,90500,90500,110000
lcd tv,0.61,6120000,-,1500000,1.34,-,-,-,823000,823000,823000,1220000,1220000,1500000,2240000,2740000,1220000,1220000,1220000,1220000
best laptops,0.69,823000,-,450000,2.39,-,-,-,450000,368000,368000,450000,450000,450000,550000,550000,368000,368000,450000,368000
iwork,0.1,1220000,-,368000,0.69,-,-,-,-,301000,301000,368000,368000,450000,368000,368000,450000,368000,301000,246000
myverizonwireless,0.12,135000,-,110000,0.38,-,-,-,135000,135000,135000,135000,135000,135000,110000,110000,110000,110000,110000,110000
mario kart,0.12,2740000,-,550000,0.38,-,-,-,673000,550000,550000,550000,673000,823000,823000,550000,450000,450000,673000,673000
vizio tv,0.55,301000,-,301000,0.91,-,-,-,201000,201000,201000,246000,301000,368000,450000,550000,201000,201000,201000,165000
lenovo outlet,0.2,49500,-,40500,0.94,-,-,-,33100,33100,27100,40500,40500,40500,49500,49500,40500,33100,33100,27100
bluetooth headphones,0.73,450000,-,201000,1.45,-,-,-,201000,165000,165000,201000,201000,246000,246000,201000,165000,165000,165000,165000
bejeweled 3,0.54,301000,-,74000,0.78,-,-,-,90500,90500,110000,110000,110000,135000,165000,18100,1900,1900,2900,2400
linksys support,0.34,90500,-,60500,0.73,-,-,-,49500,49500,49500,74000,74000,74000,90500,60500,60500,60500,60500,60500
hdtv,0.47,4090000,-,1500000,1.1,-,-,-,-,-,1000000,1220000,1220000,1830000,2240000,2740000,1220000,1220000,1220000,1220000
bad company 2,0.02,3350000,-,550000,1.06,-,-,-,450000,450000,368000,450000,550000,673000,1000000,550000,450000,550000,673000,673000
batteries,0.61,3350000,-,2240000,1.32,-,-,-,-,-,1830000,2240000,2240000,2240000,2240000,2240000,2240000,1830000,1830000,1830000
smartphone,0.38,2740000,-,550000,2.94,-,-,-,-,-,550000,673000,673000,673000,673000,673000,550000,550000,550000,450000
bodybugg,0.35,90500,-,74000,0.71,-,-,-,60500,74000,74000,90500,110000,135000,74000,74000,60500,60500,60500,74000
microsoft word 2007,0.33,1220000,-,368000,0.39,-,-,-,246000,301000,301000,368000,368000,450000,368000,450000,450000,450000,301000,246000
samsung tablet,0.71,550000,-,110000,1.28,-,-,-,135000,110000,90500,110000,110000,135000,165000,201000,110000,165000,40500,8100
wireless speakers,0.91,301000,-,165000,1.1,-,-,-,201000,165000,165000,165000,165000,201000,301000,201000,135000,135000,165000,165000
computer parts,0.55,550000,-,201000,1.8,-,-,-,165000,165000,165000,246000,246000,246000,201000,201000,201000,246000,201000,165000
logitech drivers,0.36,673000,-,165000,0.23,-,-,-,135000,135000,135000,165000,165000,201000,201000,165000,165000,165000,165000,165000
logitech harmony,0.51,450000,-,135000,0.94,-,-,-,135000,110000,135000,135000,165000,201000,246000,201000,135000,135000,110000,110000
projector,0.65,5000000,-,1830000,1.98,-,-,-,1500000,1500000,1500000,1830000,1830000,2240000,2240000,2240000,1830000,1830000,1830000,1500000
visual studio 2010,0.13,1830000,-,301000,2.29,-,-,-,368000,368000,368000,450000,368000,368000,301000,301000,301000,301000,301000,246000
cell phone accessories,0.85,246000,-,201000,1.23,-,-,-,165000,165000,165000,201000,201000,246000,246000,201000,201000,201000,201000,201000
samsung impression,0.26,135000,-,135000,1.2,-,-,-,60500,60500,60500,90500,90500,110000,135000,135000,165000,165000,201000,246000
jitterbug,0.57,135000,-,90500,1.95,-,-,-,90500,90500,90500,90500,90500,110000,110000,110000,90500,90500,90500,110000
sims 3 downloads,0.27,550000,-,110000,0.51,-,-,-,135000,110000,90500,110000,110000,135000,165000,135000,110000,90500,110000,135000
atandt,0.25,74000,-,74000,0.66,-,-,-,74000,60500,60500,74000,74000,74000,74000,74000,60500,60500,60500,60500
dragon naturally speaking,0.61,450000,-,165000,1.97,-,-,-,135000,135000,135000,165000,165000,201000,246000,201000,135000,165000,165000,110000
sony ericsson xperia x10,0.36,1830000,-,90500,1.18,-,-,-,60500,74000,74000,90500,110000,135000,165000,135000,110000,110000,110000,40500
palm pixi,0.26,246000,-,201000,1.58,-,-,-,135000,135000,135000,165000,165000,165000,165000,201000,246000,246000,246000,246000
microsoft money,0.29,246000,-,90500,1.51,-,-,-,60500,74000,74000,90500,110000,135000,110000,110000,90500,90500,90500,90500
xbox games,0.22,2740000,-,1220000,0.91,-,-,-,1220000,1000000,1000000,1220000,1220000,1500000,1830000,1500000,1000000,823000,1000000,1000000
tracphone,0.25,74000,-,74000,0.4,-,-,-,74000,74000,74000,74000,74000,74000,90500,74000,74000,74000,74000,74000
iomega,0.32,1000000,-,246000,0.84,-,-,-,201000,201000,201000,246000,246000,301000,246000,246000,246000,246000,201000,201000
lowrance,0.57,368000,-,201000,0.53,-,-,-,201000,201000,201000,246000,201000,201000,165000,135000,135000,165000,165000,201000
samsung moment,0.17,201000,-,165000,1.13,-,-,-,90500,110000,110000,135000,110000,165000,165000,165000,201000,246000,301000,301000
cs5,0.16,11100000,-,1830000,1.47,-,-,-,1830000,1830000,1830000,2240000,1830000,1830000,1830000,1830000,1830000,1830000,1500000,1220000
reverse phone number lookup,0.71,165000,-,135000,0.62,-,-,-,110000,90500,110000,135000,135000,135000,135000,165000,165000,165000,165000,135000
