Keyword,Competition,Global Monthly Searches,Google Search Network,Local Monthly Searches,Approximate CPC ($),Ad Share,Search Share,Extracted From Webpage,Jun-11,May-11,Apr-11,Mar-11,Feb-11,Jan-11,Dec-10,Nov-10,Oct-10,Sep-10,Aug-10,Jul-10
biodiversity,0.07,1000000,-,246000,1.24,-,-,-,201000,301000,301000,368000,301000,301000,246000,301000,301000,246000,135000,135000
habitat for humanity restore,0.1,90500,-,74000,0.35,-,-,-,90500,90500,90500,90500,74000,90500,60500,74000,74000,74000,74000,74000
am i pregnant quiz,0.43,40500,-,27100,0.98,-,-,-,22200,22200,22200,27100,22200,27100,27100,27100,27100,27100,22200,27100
unemployment office,0.32,450000,-,368000,0.35,-,-,-,368000,301000,301000,368000,368000,550000,368000,368000,368000,368000,368000,450000
love spells,0.79,165000,-,90500,1.98,-,-,-,74000,74000,74000,90500,90500,90500,90500,90500,90500,90500,90500,90500
moon calendar,0.09,301000,-,201000,0.22,-,-,-,201000,165000,201000,246000,246000,246000,201000,246000,246000,246000,165000,165000
leed certification,0.55,74000,-,49500,3.62,-,-,-,40500,49500,49500,60500,49500,49500,49500,49500,60500,49500,49500,49500
baby shower invitation wording,0.36,60500,-,49500,0.95,-,-,-,49500,49500,49500,60500,49500,60500,33100,33100,49500,49500,49500,49500
spells,0.2,2740000,-,1220000,1.21,-,-,-,1220000,1220000,1220000,1500000,1220000,1500000,1220000,1220000,1220000,1220000,1220000,1220000
polynesian cultural center,0.19,33100,-,27100,0.27,-,-,-,33100,27100,27100,27100,27100,33100,22200,22200,33100,22200,27100,27100
baby shoes,0.77,368000,-,201000,0.92,-,-,-,165000,165000,201000,246000,246000,246000,201000,246000,246000,201000,201000,165000
babynames,0.2,3350000,-,1830000,0.25,-,-,-,1830000,2240000,1830000,2240000,1830000,2240000,2240000,1830000,2240000,1830000,1830000,1830000
pregnancy signs,0.22,1500000,-,1000000,0.49,-,-,-,1000000,1000000,823000,1000000,1000000,1220000,1000000,1000000,1000000,1000000,823000,823000
breathalyzer,0.58,135000,-,110000,2.7,-,-,-,90500,90500,90500,110000,110000,110000,135000,110000,110000,90500,90500,90500
car value,0.54,1500000,-,673000,0.87,-,-,-,673000,673000,550000,673000,673000,823000,550000,550000,550000,550000,550000,673000
christian cafe,0.34,74000,-,33100,0.81,-,-,-,33100,33100,33100,33100,33100,33100,33100,33100,33100,33100,33100,33100
tinyprints,0.17,165000,-,135000,0.32,-,-,-,110000,135000,135000,110000,110000,135000,368000,301000,110000,90500,74000,74000
carpet cleaners,0.78,1500000,-,1000000,6.24,-,-,-,1000000,1000000,823000,1220000,1220000,1220000,1000000,1000000,1000000,823000,823000,823000
trade in value,0.35,368000,-,246000,1.01,-,-,-,301000,246000,246000,301000,246000,246000,246000,301000,201000,201000,201000,201000
